p ratio
0.762499 0.789206
0.764999 0.789729
0.767499 0.790253
0.769999 0.790776
0.772499 0.7913
0.774999 0.791823
0.777499 0.792346
0.779999 0.79287
0.782499 0.793394
0.784999 0.793917
0.787499 0.794441
0.789999 0.794966
0.792499 0.79549
0.794999 0.796015
0.797499 0.796541
0.799999 0.797066
0.802499 0.797593
0.804999 0.798119
0.807499 0.798647
0.809999 0.799175
0.812499 0.799704
0.814999 0.800233
0.817499 0.800763
0.819999 0.801295
0.822499 0.801827
0.824999 0.80236
0.827499 0.802894
0.829999 0.803429
0.832499 0.803966
0.834999 0.804504
0.837499 0.805043
0.839999 0.805584
0.842499 0.806126
0.844999 0.806669
0.847499 0.807215
0.849999 0.807762
0.852499 0.808311
0.854999 0.808862
0.857499 0.809415
0.859999 0.80997
0.862499 0.810528
0.864999 0.811087
0.867499 0.81165
0.869999 0.812215
0.872499 0.812782
0.874999 0.813353
0.877499 0.813927
0.879999 0.814504
0.882499 0.815084
0.884999 0.815667
0.887499 0.816255
0.889999 0.816846
0.892499 0.817442
0.894999 0.818042
0.897499 0.818646
0.899999 0.819255
0.902499 0.819869
0.904999 0.820488
0.907499 0.821113
0.909999 0.821744
0.912499 0.822382
0.914999 0.823025
0.917499 0.823676
0.919999 0.824335
0.922499 0.825001
0.924999 0.825675
0.927499 0.826359
0.929999 0.827052
0.932499 0.827755
0.934999 0.828469
0.937499 0.829195
0.939999 0.829933
0.942499 0.830685
0.944999 0.831451
0.947499 0.832233
0.949999 0.833033
0.952499 0.833851
0.954999 0.83469
0.957499 0.835552
0.959999 0.836439
0.962499 0.837354
0.964999 0.8383
0.967499 0.839281
0.969999 0.840303
0.972499 0.841371
0.974999 0.842493
0.977499 0.843679
0.979999 0.844941
0.982499 0.846298
0.984999 0.847773
0.987499 0.849403
0.989999 0.851247
0.992499 0.853409
0.994999 0.856107
0.997499 0.859965
0.999999 0.877947
